Data,Id_Marketing,Sessoes,Usuarios,Conversoes,Receita
2024-10-29,1,671,522,7,930.77
2024-10-29,2,324,274,4,378.78
2024-10-29,3,489,425,4,1028.4
2024-10-29,4,306,236,2,183.57
2024-10-29,5,354,311,7,2425.53
2024-10-29,6,70,55,2,288.52
2024-10-29,7,76,58,1,0.0
2024-10-30,1,442,402,4,332.96
2024-10-30,2,530,473,8,1914.6999999999998
2024-10-30,3,437,345,4,354.92
2024-10-30,4,443,336,3,314.1
2024-10-30,5,311,282,6,673.9200000000001
2024-10-30,6,87,71,2,226.68
2024-10-30,7,69,55,0,0.0
2024-10-31,1,697,603,8,843.17
2024-10-31,2,472,387,6,651.8299999999999
2024-10-31,3,589,483,6,388.35
2024-10-31,4,282,226,1,0.0
2024-10-31,5,274,232,6,791.1099999999999
2024-10-31,6,111,93,2,123.58
2024-10-31,7,76,62,1,0.0
2024-11-01,1,764,574,9,1346.8700000000001
2024-11-01,2,672,518,11,1778.02
2024-11-01,3,509,395,4,826.31
2024-11-01,4,355,313,2,158.85
2024-11-01,5,327,262,6,1650.67
2024-11-01,6,120,106,2,0.0
2024-11-01,7,92,72,1,0.0
2024-11-02,1,708,528,9,999.9300000000001
2024-11-02,2,660,556,12,1575.4099999999999
2024-11-02,3,509,396,4,523.8
2024-11-02,4,402,340,3,279.3
2024-11-02,5,238,213,6,1586.46
2024-11-02,6,122,109,3,150.61
2024-11-02,7,121,103,2,298.07
2024-11-03,1,656,598,8,1136.51
2024-11-03,2,421,323,7,786.72
2024-11-03,3,730,652,6,1062.24
2024-11-03,4,407,368,3,200.33
2024-11-03,5,296,250,6,972.27
2024-11-03,6,128,97,3,186.06
2024-11-03,7,101,81,1,0.0
2024-11-04,1,544,441,6,1069.02
2024-11-04,2,448,353,8,1462.77
2024-11-04,3,395,320,3,131.08
2024-11-04,4,252,195,2,148.6
2024-11-04,5,177,161,4,959.49
2024-11-04,6,104,92,3,487.62
2024-11-04,7,76,59,1,0.0
2024-11-05,1,462,398,4,1036.1100000000001
2024-11-05,2,446,404,6,910.6300000000001
2024-11-05,3,335,280,3,359.1
2024-11-05,4,290,234,2,305.52
2024-11-05,5,228,182,5,534.4300000000001
2024-11-05,6,120,106,2,541.68
2024-11-05,7,84,65,1,0.0
2024-11-06,1,732,667,8,1330.1399999999999
2024-11-06,2,573,477,8,2010.1399999999999
2024-11-06,3,551,467,6,915.52
2024-11-06,4,398,337,2,742.02
2024-11-06,5,320,256,8,943.35
2024-11-06,6,188,165,5,625.77
2024-11-06,7,123,98,1,0.0
2024-11-07,1,853,649,9,1970.64
2024-11-07,2,447,399,8,1898.57
2024-11-07,3,545,416,5,1285.29
2024-11-07,4,418,376,3,200.21
2024-11-07,5,405,301,9,1073.72
2024-11-07,6,144,132,3,291.39
2024-11-07,7,132,112,2,656.16
2024-11-08,1,810,697,8,1004.11
2024-11-08,2,661,515,12,1960.73
2024-11-08,3,531,468,5,738.92
2024-11-08,4,467,353,3,431.22
2024-11-08,5,351,270,9,2652.78
2024-11-08,6,165,147,3,189.41
2024-11-08,7,129,112,1,0.0
2024-11-09,1,1046,813,13,2482.4700000000003
2024-11-09,2,765,641,11,2659.84
2024-11-09,3,680,594,6,987.07
2024-11-09,4,374,301,2,0.0
2024-11-09,5,437,343,10,1057.52
2024-11-09,6,208,161,5,755.6800000000001
2024-11-09,7,151,128,1,0.0
2024-11-10,1,756,593,7,1187.46
2024-11-10,2,561,510,8,1522.48
2024-11-10,3,623,566,6,303.8
2024-11-10,4,483,402,3,169.28
2024-11-10,5,456,341,9,2248.16
2024-11-10,6,187,153,5,1335.12
2024-11-10,7,141,117,2,267.22
2024-11-11,1,685,566,7,1429.29
2024-11-11,2,541,474,9,1734.7700000000002
2024-11-11,3,571,457,4,976.9
2024-11-11,4,281,210,1,0.0
2024-11-11,5,306,271,5,677.8199999999999
2024-11-11,6,111,82,3,757.24
2024-11-11,7,94,83,1,0.0
2024-11-12,1,601,544,6,947.58
2024-11-12,2,652,502,11,1509.47
2024-11-12,3,532,422,6,863.5999999999999
2024-11-12,4,308,231,3,900.25
2024-11-12,5,395,317,9,1217.27
2024-11-12,6,146,121,4,311.98
2024-11-12,7,92,72,1,0.0
2024-11-13,1,693,570,8,1093.88
2024-11-13,2,454,396,8,1546.4
2024-11-13,3,581,488,6,1231.48
2024-11-13,4,439,336,3,261.26
2024-11-13,5,320,269,7,1196.99
2024-11-13,6,141,119,3,133.32
2024-11-13,7,141,114,1,0.0
2024-11-14,1,793,619,10,2129.25
2024-11-14,2,589,468,10,1445.89
2024-11-14,3,677,591,6,941.72
2024-11-14,4,453,379,3,299.4
2024-11-14,5,402,351,10,1819.32
2024-11-14,6,178,135,4,584.75
2024-11-14,7,129,105,1,0.0
2024-11-15,1,523,440,6,1708.99
2024-11-15,2,698,541,10,1334.8899999999999
2024-11-15,3,692,531,5,1187.9299999999998
2024-11-15,4,496,410,3,262.08
2024-11-15,5,423,377,9,965.27
2024-11-15,6,216,170,5,1664.22
2024-11-15,7,132,106,1,0.0
2024-11-16,1,826,614,9,2034.96
2024-11-16,2,603,537,11,2437.05
2024-11-16,3,771,702,9,1793.1999999999998
2024-11-16,4,575,444,4,1544.05
2024-11-16,5,514,460,10,1722.4099999999999
2024-11-16,6,202,182,5,649.33
2024-11-16,7,177,154,2,420.0
2024-11-17,1,1006,871,13,1741.4799999999998
2024-11-17,2,588,440,9,1613.31
2024-11-17,3,705,562,7,1026.78
2024-11-17,4,567,521,5,608.62
2024-11-17,5,474,391,10,1460.06
2024-11-17,6,196,172,5,605.51
2024-11-17,7,143,122,1,0.0
2024-11-18,1,692,545,7,851.0799999999999
2024-11-18,2,533,431,8,911.8199999999999
2024-11-18,3,560,507,4,124.39
2024-11-18,4,492,369,3,1392.15
2024-11-18,5,327,269,8,1051.3400000000001
2024-11-18,6,203,181,5,343.28
2024-11-18,7,129,114,2,225.12
2024-11-19,1,746,650,8,1487.88
2024-11-19,2,452,338,7,651.9
2024-11-19,3,671,502,6,780.15
2024-11-19,4,377,333,3,143.77
2024-11-19,5,323,242,8,1114.49
2024-11-19,6,176,159,5,358.78
2024-11-19,7,132,111,1,0.0
2024-11-20,1,573,491,8,1051.44
2024-11-20,2,578,435,9,1473.3
2024-11-20,3,581,486,6,681.5
2024-11-20,4,490,396,4,693.7
2024-11-20,5,349,269,7,1309.24
2024-11-20,6,175,136,4,1139.81
2024-11-20,7,124,94,1,0.0
2024-11-21,1,822,692,9,1231.46
2024-11-21,2,599,506,10,1839.1899999999998
2024-11-21,3,706,554,7,1129.85
2024-11-21,4,459,389,4,1273.8
2024-11-21,5,277,233,7,1083.18
2024-11-21,6,141,118,3,309.37
2024-11-21,7,131,109,1,0.0
2024-11-22,1,724,559,10,1858.46
2024-11-22,2,572,463,9,1445.07
2024-11-22,3,787,612,6,665.2
2024-11-22,4,595,475,4,402.22
2024-11-22,5,409,317,10,1762.55
2024-11-22,6,154,129,4,454.02
2024-11-22,7,126,94,1,0.0
2024-11-23,1,902,684,12,2098.49
2024-11-23,2,715,601,13,2725.7200000000003
2024-11-23,3,724,619,7,864.51
2024-11-23,4,575,458,5,1272.09
2024-11-23,5,423,313,10,2005.08
2024-11-23,6,226,171,6,1964.3999999999999
2024-11-23,7,141,119,2,0.0
2024-11-24,1,880,802,9,1563.81
2024-11-24,2,674,587,10,1469.31
2024-11-24,3,593,499,6,696.23
2024-11-24,4,553,481,4,902.44
2024-11-24,5,455,396,10,1217.16
2024-11-24,6,243,185,7,490.97
2024-11-24,7,144,125,2,922.02
2024-11-25,1,486,423,6,560.33
2024-11-25,2,388,352,7,1144.44
2024-11-25,3,357,296,3,332.96
2024-11-25,4,238,176,1,0.0
2024-11-25,5,272,205,6,693.43
2024-11-25,6,95,79,2,765.33
2024-11-25,7,69,57,1,0.0
2024-11-26,1,701,634,7,1026.22
2024-11-26,2,440,351,6,1148.84
2024-11-26,3,493,409,5,516.45
2024-11-26,4,376,280,3,784.23
2024-11-26,5,277,252,5,691.05
2024-11-26,6,125,93,3,262.86
2024-11-26,7,74,60,1,0.0
2024-11-27,1,668,537,8,1949.6999999999998
2024-11-27,2,460,394,8,1210.02
2024-11-27,3,383,304,3,755.32
2024-11-27,4,332,302,3,412.26
2024-11-27,5,285,238,6,995.4200000000001
2024-11-27,6,97,78,2,191.7
2024-11-27,7,79,66,1,0.0
2024-11-28,1,705,530,7,862.8599999999999
2024-11-28,2,428,375,7,1172.6599999999999
2024-11-28,3,483,369,4,752.5
2024-11-28,4,369,321,2,149.29
2024-11-28,5,336,290,7,834.05
2024-11-28,6,110,92,3,354.09
2024-11-28,7,103,83,1,0.0
2024-11-29,1,596,503,6,763.43
2024-11-29,2,531,470,8,1010.0999999999999
2024-11-29,3,581,517,5,487.4
2024-11-29,4,367,276,2,288.34
2024-11-29,5,283,219,6,1519.28
2024-11-29,6,103,81,2,115.24
2024-11-29,7,85,68,1,0.0
2024-11-30,1,826,736,9,1429.3
2024-11-30,2,612,535,11,1472.87
2024-11-30,3,585,433,5,975.34
2024-11-30,4,376,278,2,197.16
2024-11-30,5,395,306,7,1483.41
2024-11-30,6,147,122,3,469.86
2024-11-30,7,113,93,1,0.0
2024-12-01,1,795,621,7,1353.33
2024-12-01,2,606,456,10,1214.8600000000001
2024-12-01,3,531,399,4,788.8
2024-12-01,4,374,337,3,468.28
2024-12-01,5,413,377,8,1759.0
2024-12-01,6,133,108,3,309.08
2024-12-01,7,107,97,1,0.0
2024-12-02,1,724,642,8,1633.18
2024-12-02,2,400,335,7,917.4
2024-12-02,3,569,427,5,493.78000000000003
2024-12-02,4,243,180,1,0.0
2024-12-02,5,258,219,6,883.8100000000001
2024-12-02,6,108,81,2,352.23
2024-12-02,7,108,96,1,0.0
2024-12-03,1,655,585,7,825.26
2024-12-03,2,435,377,7,707.44
2024-12-03,3,351,273,3,208.61
2024-12-03,4,404,313,3,251.99
2024-12-03,5,229,187,4,361.62
2024-12-03,6,142,108,3,126.64
2024-12-03,7,77,59,1,0.0
2024-12-04,1,698,551,7,735.1800000000001
2024-12-04,2,598,530,9,1495.91
2024-12-04,3,420,333,4,401.14
2024-12-04,4,413,336,3,120.18
2024-12-04,5,310,258,5,682.96
2024-12-04,6,156,133,4,498.26
2024-12-04,7,84,64,1,0.0
2024-12-05,1,721,548,8,990.23
2024-12-05,2,482,356,9,2250.39
2024-12-05,3,507,459,5,1493.49
2024-12-05,4,337,283,2,745.24
2024-12-05,5,245,205,4,671.84
2024-12-05,6,155,120,4,739.02
2024-12-05,7,88,70,1,0.0
2024-12-06,1,793,614,8,1296.47
2024-12-06,2,516,388,8,923.99
2024-12-06,3,695,630,6,1366.36
2024-12-06,4,433,324,4,992.79
2024-12-06,5,421,318,10,2846.12
2024-12-06,6,180,150,5,405.95
2024-12-06,7,156,121,1,0.0
2024-12-07,1,873,734,10,1405.76
2024-12-07,2,829,755,10,2306.83
2024-12-07,3,698,607,7,1320.81
2024-12-07,4,623,568,4,641.92
2024-12-07,5,383,349,9,2243.26
2024-12-07,6,153,118,3,273.91
2024-12-07,7,177,156,2,0.0
2024-12-08,1,812,703,9,1914.35
2024-12-08,2,776,704,15,3832.86
2024-12-08,3,822,699,9,866.0
2024-12-08,4,533,400,4,555.77
2024-12-08,5,395,333,8,1251.6999999999998
2024-12-08,6,201,168,6,1076.68
2024-12-08,7,137,113,1,0.0
2024-12-09,1,698,540,8,928.75
2024-12-09,2,542,454,9,1810.6299999999999
2024-12-09,3,531,420,4,508.68
2024-12-09,4,432,391,3,380.26
2024-12-09,5,280,232,7,1497.2600000000002
2024-12-09,6,128,105,3,128.7
2024-12-09,7,107,93,1,0.0
2024-12-10,1,681,608,7,739.06
2024-12-10,2,608,503,11,1691.8500000000001
2024-12-10,3,588,530,5,797.94
2024-12-10,4,377,306,3,840.0
2024-12-10,5,406,365,8,1308.68
2024-12-10,6,133,106,3,260.61
2024-12-10,7,154,118,2,521.32
2024-12-11,1,810,640,9,1058.77
2024-12-11,2,553,490,8,1246.8600000000001
2024-12-11,3,779,656,7,1182.1799999999998
2024-12-11,4,440,329,3,262.54
2024-12-11,5,385,350,8,1652.76
2024-12-11,6,126,94,3,247.12
2024-12-11,7,135,114,1,0.0
2024-12-12,1,885,722,9,1537.5900000000001
2024-12-12,2,659,579,11,1500.07
2024-12-12,3,654,573,7,1330.43
2024-12-12,4,340,263,2,291.59
2024-12-12,5,451,357,10,1873.31
2024-12-12,6,174,157,4,404.88
2024-12-12,7,140,123,1,0.0
2024-12-13,1,924,708,9,2987.1800000000003
2024-12-13,2,590,530,9,1409.8600000000001
2024-12-13,3,875,725,10,2520.12
2024-12-13,4,410,313,3,276.07
2024-12-13,5,400,353,10,1567.52
2024-12-13,6,191,165,5,1175.65
2024-12-13,7,126,95,1,0.0
2024-12-14,1,928,852,10,1102.04
2024-12-14,2,579,448,8,2169.14
2024-12-14,3,735,664,7,1430.0
2024-12-14,4,639,488,5,902.08
2024-12-14,5,473,405,12,2676.75
2024-12-14,6,214,185,5,395.69
2024-12-14,7,149,130,2,340.5
2024-12-15,1,913,741,11,2216.7799999999997
2024-12-15,2,774,669,13,2432.6
2024-12-15,3,822,639,7,1558.33
2024-12-15,4,599,522,5,1535.25
2024-12-15,5,466,390,11,2288.63
2024-12-15,6,244,222,6,1078.5700000000002
2024-12-15,7,194,172,3,241.49
2024-12-16,1,643,549,6,532.64
2024-12-16,2,474,409,7,1452.51
2024-12-16,3,552,504,5,669.56
2024-12-16,4,425,360,4,434.16999999999996
2024-12-16,5,303,278,7,1359.04
2024-12-16,6,119,101,2,243.24
2024-12-16,7,129,100,1,0.0
2024-12-17,1,620,525,7,1640.0700000000002
2024-12-17,2,590,508,9,1551.5900000000001
2024-12-17,3,506,417,5,544.79
2024-12-17,4,409,360,3,126.58
2024-12-17,5,358,309,7,1272.9299999999998
2024-12-17,6,161,131,4,568.15
2024-12-17,7,122,100,1,0.0
2024-12-18,1,840,756,9,1491.54
2024-12-18,2,627,471,9,2326.47
2024-12-18,3,617,544,6,1041.93
2024-12-18,4,427,389,3,142.02
2024-12-18,5,298,240,6,1055.38
2024-12-18,6,182,164,4,402.49
2024-12-18,7,135,118,1,0.0
2024-12-19,1,673,553,6,425.21999999999997
2024-12-19,2,456,346,7,1432.41
2024-12-19,3,505,396,5,1216.03
2024-12-19,4,481,400,4,396.46000000000004
2024-12-19,5,430,350,10,2804.15
2024-12-19,6,167,150,5,737.3199999999999
2024-12-19,7,107,81,1,0.0
2024-12-20,1,767,572,8,527.79
2024-12-20,2,695,635,11,2015.35
2024-12-20,3,654,505,7,1208.67
2024-12-20,4,562,505,4,557.3699999999999
2024-12-20,5,336,297,8,1661.5200000000002
2024-12-20,6,177,155,4,687.42
2024-12-20,7,160,131,2,382.08
2024-12-21,1,999,823,13,2763.92
2024-12-21,2,768,641,11,2582.2799999999997
2024-12-21,3,866,765,8,1637.01
2024-12-21,4,568,488,4,844.29
2024-12-21,5,473,386,11,1304.19
2024-12-21,6,206,187,6,1947.13
2024-12-21,7,156,131,2,288.14
2024-12-22,1,1073,946,12,1545.36
2024-12-22,2,687,612,10,2482.7200000000003
2024-12-22,3,697,573,6,965.23
2024-12-22,4,478,397,4,1067.42
2024-12-22,5,516,450,10,2568.38
2024-12-22,6,189,155,4,467.79999999999995
2024-12-22,7,132,104,1,0.0
2024-12-23,1,618,490,7,1359.76
2024-12-23,2,339,271,6,534.14
2024-12-23,3,461,413,4,396.43999999999994
2024-12-23,4,364,310,3,269.08
2024-12-23,5,368,323,7,1219.76
2024-12-23,6,122,105,3,591.5799999999999
2024-12-23,7,98,87,1,0.0
2024-12-24,1,747,566,7,1629.77
2024-12-24,2,433,385,6,1264.65
2024-12-24,3,571,470,5,498.88
2024-12-24,4,431,384,3,739.09
2024-12-24,5,304,256,6,1162.57
2024-12-24,6,135,114,3,235.97
2024-12-24,7,118,106,1,0.0
2024-12-25,1,640,550,7,996.75
2024-12-25,2,639,477,10,1232.62
2024-12-25,3,658,528,7,1143.52
2024-12-25,4,331,258,2,0.0
2024-12-25,5,242,181,4,538.94
2024-12-25,6,108,85,3,544.46
2024-12-25,7,100,91,1,0.0
2024-12-26,1,785,706,9,1252.24
2024-12-26,2,375,332,5,700.69
2024-12-26,3,642,508,6,1376.5700000000002
2024-12-26,4,431,359,3,314.45
2024-12-26,5,331,275,7,918.3399999999999
2024-12-26,6,114,87,2,265.46
2024-12-26,7,86,67,1,0.0
2024-12-27,1,706,559,7,1050.94
2024-12-27,2,469,367,7,1043.63
2024-12-27,3,569,441,5,242.79000000000002
2024-12-27,4,421,365,3,247.02
2024-12-27,5,357,325,8,1115.3200000000002
2024-12-27,6,124,109,3,288.84
2024-12-27,7,107,84,1,0.0
2024-12-28,1,734,545,8,676.86
2024-12-28,2,613,505,11,2026.25
2024-12-28,3,682,559,6,1407.9
2024-12-28,4,477,367,4,402.22
2024-12-28,5,454,352,9,1578.6100000000001
2024-12-28,6,146,127,4,446.49
2024-12-28,7,154,137,2,420.0
2024-12-29,1,674,517,6,977.9300000000001
2024-12-29,2,516,461,8,686.96
2024-12-29,3,530,418,6,751.6999999999999
2024-12-29,4,435,359,3,267.5
2024-12-29,5,314,278,6,993.6700000000001
2024-12-29,6,164,135,4,653.38
2024-12-29,7,109,84,1,0.0
2024-12-30,1,484,406,6,691.82
2024-12-30,2,284,247,4,604.0799999999999
2024-12-30,3,577,458,6,636.51
2024-12-30,4,321,263,2,314.17
2024-12-30,5,309,248,7,973.6300000000001
2024-12-30,6,135,106,3,274.34
2024-12-30,7,72,64,0,0.0
2024-12-31,1,528,415,6,1491.65
2024-12-31,2,466,405,6,1340.0
2024-12-31,3,540,405,5,686.83
2024-12-31,4,322,268,2,157.75
2024-12-31,5,318,260,8,1274.3899999999999
2024-12-31,6,94,76,2,252.19
2024-12-31,7,93,69,1,0.0
2025-01-01,1,985,732,16,3363.4
2025-01-01,2,644,584,11,1311.59
2025-01-01,3,794,614,9,1178.89
2025-01-01,4,620,514,6,822.63
2025-01-01,5,492,366,15,4194.44
2025-01-01,6,236,212,9,2519.82
2025-01-01,7,171,140,3,831.3
2025-01-02,1,1040,790,13,2422.45
2025-01-02,2,836,750,17,3854.63
2025-01-02,3,944,829,11,1207.53
2025-01-02,4,617,530,5,983.96
2025-01-02,5,576,451,18,4744.5
2025-01-02,6,247,199,9,1007.5799999999999
2025-01-02,7,170,151,3,348.48
2025-01-03,1,916,788,14,3836.9
2025-01-03,2,984,766,21,3968.03
2025-01-03,3,892,768,10,1621.02
2025-01-03,4,729,622,8,1707.88
2025-01-03,5,566,436,14,2770.88
2025-01-03,6,224,195,8,2035.92
2025-01-03,7,198,181,3,1156.96
2025-01-04,1,1230,969,19,4034.17
2025-01-04,2,845,776,16,4626.82
2025-01-04,3,1088,946,12,2267.04
2025-01-04,4,777,623,9,1658.59
2025-01-04,5,625,468,17,3237.32
2025-01-04,6,298,236,12,2253.88
2025-01-04,7,218,186,4,493.35
2025-01-05,1,1177,955,17,4101.82
2025-01-05,2,936,822,23,5399.38
2025-01-05,3,917,799,11,2216.85
2025-01-05,4,839,630,8,2470.26
2025-01-05,5,677,608,19,3345.94
2025-01-05,6,232,187,7,1041.58
2025-01-05,7,219,165,3,768.12
2025-01-06,1,878,694,15,4965.78
2025-01-06,2,733,583,14,3028.5299999999997
2025-01-06,3,761,659,8,1753.59
2025-01-06,4,538,464,5,758.1500000000001
2025-01-06,5,416,378,13,2488.99
2025-01-06,6,217,190,7,1277.49
2025-01-06,7,137,105,2,231.15
2025-01-07,1,825,745,12,2252.75
2025-01-07,2,783,604,19,3891.83
2025-01-07,3,882,675,9,2574.49
2025-01-07,4,569,486,7,1711.3100000000002
2025-01-07,5,425,386,12,2944.21
2025-01-07,6,211,179,7,1024.3600000000001
2025-01-07,7,190,165,3,586.11
2025-01-08,1,928,750,12,3810.9700000000003
2025-01-08,2,782,613,17,3236.35
2025-01-08,3,636,496,9,1408.8400000000001
2025-01-08,4,654,528,6,1017.69
2025-01-08,5,526,461,15,4180.54
2025-01-08,6,227,191,8,1404.81
2025-01-08,7,134,107,2,217.76
2025-01-09,1,879,761,14,2944.41
2025-01-09,2,831,666,19,4300.18
2025-01-09,3,919,793,13,2665.4399999999996
2025-01-09,4,549,457,4,369.28999999999996
2025-01-09,5,451,344,12,2267.23
2025-01-09,6,254,198,10,2536.5
2025-01-09,7,174,159,3,466.28
2025-01-10,1,1281,1112,18,4301.93
2025-01-10,2,1035,904,19,3572.61
2025-01-10,3,981,884,10,1843.94
2025-01-10,4,741,666,8,1147.42
2025-01-10,5,570,472,16,3166.27
2025-01-10,6,259,208,8,1236.0
2025-01-10,7,197,171,4,1135.95
2025-01-11,1,1276,1055,19,3636.92
2025-01-11,2,1143,962,23,5495.41
2025-01-11,3,1017,788,13,2878.71
2025-01-11,4,821,692,7,1871.85
2025-01-11,5,568,452,14,3700.9300000000003
2025-01-11,6,282,214,9,2400.5
2025-01-11,7,218,174,3,380.84
2025-01-12,1,1039,795,14,2531.67
2025-01-12,2,928,734,18,3672.2
2025-01-12,3,941,810,10,2010.02
2025-01-12,4,843,645,8,1507.11
2025-01-12,5,578,452,15,2604.5
2025-01-12,6,192,142,6,669.97
2025-01-12,7,215,169,3,420.0
2025-01-13,1,877,784,11,1685.86
2025-01-13,2,666,563,13,3026.79
2025-01-13,3,738,546,8,1311.26
2025-01-13,4,525,414,5,1006.98
2025-01-13,5,493,396,14,3526.0899999999997
2025-01-13,6,161,142,6,843.45
2025-01-13,7,154,137,3,399.11
2025-01-14,1,813,721,10,1687.94
2025-01-14,2,856,758,20,3158.4
2025-01-14,3,830,648,9,2040.98
2025-01-14,4,680,525,7,2024.55
2025-01-14,5,483,362,11,3359.65
2025-01-14,6,194,145,5,1071.35
2025-01-14,7,165,125,2,782.56
2025-01-15,1,1021,892,13,1750.9099999999999
2025-01-15,2,937,740,20,3550.92
2025-01-15,3,742,579,8,2191.2799999999997
2025-01-15,4,605,507,6,1118.48
2025-01-15,5,488,369,14,2395.09
2025-01-15,6,145,115,4,551.73
2025-01-15,7,168,151,2,247.14
2025-01-16,1,1233,987,20,4412.79
2025-01-16,2,678,563,14,2865.12
2025-01-16,3,923,725,12,3871.36
2025-01-16,4,526,478,5,1016.5
2025-01-16,5,594,528,16,2783.46
2025-01-16,6,215,188,6,1117.5300000000002
2025-01-16,7,180,138,3,822.3499999999999
2025-01-17,1,1121,860,15,3537.99
2025-01-17,2,821,620,18,3422.5099999999998
2025-01-17,3,961,774,13,3847.87
2025-01-17,4,762,657,7,769.1099999999999
2025-01-17,5,632,572,17,4687.820000000001
2025-01-17,6,266,234,8,1833.24
2025-01-17,7,194,170,3,419.64
2025-01-18,1,1256,937,16,4001.16
2025-01-18,2,901,742,19,5098.88
2025-01-18,3,1097,813,13,2324.8
2025-01-18,4,783,694,7,2654.94
2025-01-18,5,619,541,15,3941.59
2025-01-18,6,258,192,8,1424.31
2025-01-18,7,204,168,4,629.8299999999999
2025-01-19,1,1210,966,19,3570.87
2025-01-19,2,982,799,22,4204.07
2025-01-19,3,980,804,13,2106.84
2025-01-19,4,756,637,7,1361.5
2025-01-19,5,711,600,21,4588.08
2025-01-19,6,266,200,9,2186.5299999999997
2025-01-19,7,205,183,3,319.12
2025-01-20,1,759,658,10,2584.79
2025-01-20,2,740,579,14,3131.3
2025-01-20,3,833,720,11,3799.61
2025-01-20,4,516,383,5,1464.2
2025-01-20,5,457,414,14,2413.4100000000003
2025-01-20,6,187,138,7,1554.68
2025-01-20,7,147,113,2,230.9
2025-01-21,1,939,761,16,3426.2
2025-01-21,2,794,709,17,5116.54
2025-01-21,3,643,586,9,1497.3
2025-01-21,4,542,485,4,431.85
2025-01-21,5,441,390,11,1969.07
2025-01-21,6,213,182,8,1497.7800000000002
2025-01-21,7,151,134,2,659.64
2025-01-22,1,1049,882,14,2325.08
2025-01-22,2,865,645,17,2395.98
2025-01-22,3,854,706,9,1584.57
2025-01-22,4,642,540,6,1274.1299999999999
2025-01-22,5,474,377,12,2312.08
2025-01-22,6,245,205,7,751.22
2025-01-22,7,143,116,2,163.15
2025-01-23,1,1153,913,19,3451.39
2025-01-23,2,752,652,18,5659.57
2025-01-23,3,974,722,12,1429.69
2025-01-23,4,644,491,7,1400.54
2025-01-23,5,467,415,12,2365.55
2025-01-23,6,211,157,8,1257.52
2025-01-23,7,198,157,3,237.72
2025-01-24,1,1315,1141,18,3385.44
2025-01-24,2,856,654,18,3401.91
2025-01-24,3,853,728,12,2612.83
2025-01-24,4,746,584,6,772.75
2025-01-24,5,603,486,17,5880.0599999999995
2025-01-24,6,264,222,11,2091.28
2025-01-24,7,178,137,3,514.26
2025-01-25,1,1326,1121,17,4369.05
2025-01-25,2,1001,823,22,4648.87
2025-01-25,3,1224,1116,16,3547.88
2025-01-25,4,844,697,8,3294.89
2025-01-25,5,655,553,19,3871.52
2025-01-25,6,254,207,10,1405.27
2025-01-25,7,233,209,4,988.51
2025-01-26,1,1159,928,17,4138.79
2025-01-26,2,913,711,18,4846.17
2025-01-26,3,1142,897,13,3032.51
2025-01-26,4,876,658,8,1827.0700000000002
2025-01-26,5,612,541,20,4355.27
2025-01-26,6,242,221,7,1226.8400000000001
2025-01-26,7,212,170,3,515.9200000000001
2025-01-27,1,852,716,13,2311.59
2025-01-27,2,594,472,14,2448.27
2025-01-27,3,686,573,8,1065.76
2025-01-27,4,550,457,5,763.68
2025-01-27,5,485,383,13,1750.93
2025-01-27,6,204,165,7,1130.21
2025-01-27,7,139,120,2,233.61
2025-01-28,1,1108,896,15,2932.48
2025-01-28,2,750,641,18,4462.22
2025-01-28,3,857,775,12,3222.27
2025-01-28,4,513,381,5,528.9
2025-01-28,5,458,381,13,3562.54
2025-01-28,6,186,162,7,1365.67
2025-01-28,7,163,132,2,469.46
2025-01-29,1,966,760,16,3917.5
2025-01-29,2,723,655,13,2956.22
2025-01-29,3,874,771,10,2422.79
2025-01-29,4,571,454,5,814.9499999999999
2025-01-29,5,575,519,20,3826.48
2025-01-29,6,231,200,9,2063.13
2025-01-29,7,180,142,3,221.24
2025-01-30,1,1036,831,15,5151.02
2025-01-30,2,899,778,18,3416.94
2025-01-30,3,839,742,12,1827.12
2025-01-30,4,691,582,8,1126.3600000000001
2025-01-30,5,575,504,18,4109.74
2025-01-30,6,199,166,6,1631.5
2025-01-30,7,176,134,3,426.74
2025-01-31,1,998,746,13,3123.7400000000002
2025-01-31,2,1076,931,23,4565.82
2025-01-31,3,976,824,13,3320.55
2025-01-31,4,776,667,8,1036.48
2025-01-31,5,581,519,17,3621.9700000000003
2025-01-31,6,289,253,9,2871.3900000000003
2025-01-31,7,182,145,2,268.88
2025-02-01,1,1070,851,16,4165.26
2025-02-01,2,911,677,18,3236.88
2025-02-01,3,996,829,13,2345.45
2025-02-01,4,825,747,8,2101.0099999999998
2025-02-01,5,598,523,17,2655.39
2025-02-01,6,303,269,12,2701.71
2025-02-01,7,195,158,3,432.73
2025-02-02,1,1297,961,22,4275.85
2025-02-02,2,920,696,21,4040.72
2025-02-02,3,1141,994,15,2449.7400000000002
2025-02-02,4,819,687,10,2499.3
2025-02-02,5,617,534,18,3666.18
2025-02-02,6,231,193,9,1735.7
2025-02-02,7,197,167,3,490.1
2025-02-03,1,819,719,12,3258.08
2025-02-03,2,644,485,13,2878.21
2025-02-03,3,585,489,8,2002.46
2025-02-03,4,582,471,5,779.06
2025-02-03,5,478,357,15,2821.98
2025-02-03,6,153,134,6,1037.85
2025-02-03,7,109,85,1,0.0
2025-02-04,1,1039,848,15,2118.85
2025-02-04,2,676,613,13,2570.48
2025-02-04,3,851,663,12,3642.6
2025-02-04,4,496,425,5,1227.0
2025-02-04,5,442,374,12,2752.02
